R472544,R757887
R397957,R438681
R425986,R411689
R934329,R884456
R932524,R290493
R510065,R951601
R415971,R945024
R760094,R551200
R181186,R192743
R370503,R934126
R942730,R571555
R914438,R368932
R808333,R921241
R849290,R348817
R629834,R112049
R225326,R177645
R718731,R298976
R445058,R211124
R471639,R250362
R260613,R162175
R400058,R724421
R864169,R182649
R217791,R686071
R827076,R124057
R318815,R597914
R345213,R206222
R641953,R195967
R421304,R223149
R578723,R956718
R522840,R596063
R284335,R548824
R523489,R878692
R698552,R284080
R649812,R742805
R536373,R478167
R367499,R707313
R425180,R813010
R960092,R184337
R135034,R682845
R735892,R742969
R444313,R785977
R178241,R559863
R685642,R979303
R984408,R490712
R482460,R681902
R332281,R369339
R641081,R162417
R744768,R451700
R636989,R578177
R940235,R968809
R358310,R982656
R542404,R173648
R838374,R481408
R912280,R556853
R178794,R369823
R731622,R899579
R215899,R552483
R635766,R665361
R222535,R325662
R459371,R471977
R860688,R840925
R326944,R123235
R512184,R504439
R856106,R237328
R438480,R223312
R313448,R265111
R114459,R361045
R590514,R118059
R620164,R663605
R649207,R971672
R240406,R950770
R569497,R805318
R716005,R122583
R191193,R578082
R559366,R343993
R932591,R876854
R228634,R687328
R563184,R222196
R373036,R259956
R302982,R535707
R189734,R779963
R518644,R175690
R572655,R274182
R182840,R421271
R798515,R774578
R756028,R349510
R845906,R266445
R950354,R544046
R516245,R314589
R620884,R892232
R336787,R827342
R668786,R974683
R387535,R263151
R339923,R283327
R649598,R913224
R697813,R715729
R428538,R672909
R374974,R955307
R608168,R502697
R724312,R568020
R988208,R995532
R267109,R369325
R759537,R802725
R512229,R542566
R150229,R196628
R307108,R204687
R212605,R459264
R238147,R974931
R732739,R623301
R267624,R411311
R199009,R301580
R492527,R863014
R817076,R536759
R114892,R907028
R102007,R341575
R809858,R374479
R881733,R544801
R647797,R113063
R938165,R910709
R588629,R620078
R465684,R637443
R700669,R676665
R292732,R309303
R318086,R133526
R528399,R601693
R576996,R112393
R687603,R303395
R314322,R416766
R560915,R986982
R748505,R166261
R961808,R858729
R645737,R380258
R756333,R162195
R902816,R733508
R789995,R245744
R173133,R259791
R493918,R860315
R161479,R602986
R573957,R693213
R578234,R542761
R144300,R737255
R515944,R126173
R642946,R612569
R218908,R274378
R105607,R169047
R898125,R965876
R472815,R524410
R705488,R349018
R916922,R392638
R261805,R428587
R923817,R171821
R721327,R108359
R781963,R993983
R261586,R814957
R264488,R171038
R864410,R704663
R781842,R539023
R398611,R109386
R748041,R134512
R453519,R218042
R255516,R314349
R903344,R953535
R101236,R811269
R407623,R331671
R312058,R394157
R971299,R442279
R785172,R346807
R668765,R231408
R753354,R673048
R202085,R566028
R282761,R801933
R885158,R363168
R828591,R498592
R206836,R658881
R386220,R569213
R429871,R896503
R689177,R313471
R607571,R278016
R964008,R132958
R785213,R848559
R703329,R193467
R655467,R898430
R642842,R725167
R802773,R834534
R315585,R611407
R651132,R665455
R180894,R221217
R898031,R354906
R538269,R482412
R817219,R967950
R500372,R313916
R390837,R639970
R949166,R823357
R509463,R443869
R762280,R109691
R951941,R219761
R223955,R275213
R435182,R553412
R665266,R143464
R776862,R629630
R271879,R410074
R149087,R944720
R113921,R813906
R460367,R591258
R634525,R911212
R388361,R951664
R392729,R494458
R211380,R349277
R407440,R530693
R457011,R657849
R146799,R637835
R291332,R872038
R355475,R892455
R354858,R413199
R384785,R888603
R516791,R398707
R373583,R120184
R402831,R145611
R497219,R706661
R514295,R427198
R326891,R999327
R920622,R559217
R960886,R936073
R767498,R533451
R904187,R198927
R142387,R821164
R520446,R803211
R707327,R845920
R132873,R816193
R526271,R765317
R896431,R860323
R158364,R355152
R946942,R177189
R828404,R920064
R796471,R900815
R792069,R752414
R937967,R350623
R961364,R643138
R714149,R188321
R510376,R735459
R489366,R989529
R582575,R950683
R145307,R739484
R407227,R362851
R100102,R861797
R220377,R472999
R683637,R411623
R710973,R740832
R947845,R755360
R738896,R887629
R949223,R777560
R809656,R708256
R811753,R828846
R939070,R353632
R878723,R996323
R853771,R884487
R591628,R889288
R462171,R145892
R850553,R940407
R664923,R804856
R456868,R599037
R735174,R508990
R373097,R139677
R640292,R566444
R119035,R904911
R558941,R369948
R991480,R206184
R114789,R606074
R190011,R124770
R885990,R246066
R879285,R345635
R131603,R990073
R949993,R308092
R259084,R342111
R179525,R136290
R137567,R831350
R616424,R269989
R168289,R845523
R282520,R473630
R980666,R870544
R321032,R900621
R721153,R554645
R754483,R962734
R207653,R387855
R866960,R165225
R869919,R266512
R909234,R133162
R754336,R239666
R187499,R815140
R790605,R814395
R731819,R218145
R767756,R779811
R225100,R852393
R114469,R780963
R765819,R876270
R272113,R587007
R283038,R852124
R873260,R219725
R990980,R135620
R770286,R486897
R448992,R796901
R601729,R101300
R905074,R644285
R108137,R722188
R717022,R497341
R419978,R663774
R967090,R635000
R584261,R358996
R762736,R914483
R350457,R688560
R301080,R319504
R578136,R575864
R811291,R837606
R108849,R530914
R254800,R874309
R195820,R760135
R745454,R748833
R588104,R929106
R614813,R125691
R924829,R152109
R320686,R812858
R930201,R496110
R658732,R907773
R181948,R833012
R598853,R792100
R879125,R310586
R207527,R779430
R109751,R432517
R912632,R351286
R867242,R967996
R216977,R356594
R998562,R802498
R543150,R441811
R877323,R683512
R474576,R470646
R981709,R395519
R290908,R840179
R896091,R998316
R537361,R831635
R915224,R719680
R140635,R415484
R945322,R934216
R641007,R444021
R471443,R183092
R517644,R143660
R369045,R932827
R812665,R178703
R488674,R661466
R238260,R113679
R897270,R376049
R389542,R725423
R960167,R680767
R887619,R985413
R578076,R206538
R523836,R551126
R209973,R560833
R184408,R518474
R746710,R915067
R948210,R845700
R529261,R959654
R631629,R716403
R685172,R249924
R986010,R823152
R591744,R128746
R728906,R535604
R709211,R437956
R683580,R257542
R761481,R434668
R620748,R744549
R216782,R189779
R526602,R232922
R843196,R698736
R268585,R983701
R539538,R168482
R124418,R739321
R160314,R400834
R782569,R978825
R985090,R639491
R665492,R656610
R801866,R790089
R398449,R532895
R423363,R261267
R812946,R816528
R336174,R445786
R759319,R433889
R791362,R889354
R899423,R233957
R848227,R722178
R614191,R979807
R539386,R725787
R878069,R718529
R710922,R700308
R958856,R963065
R916398,R745185
R168389,R861493
R461044,R359173
R534808,R596786
R183519,R954867
R827476,R121645
R944485,R467321
R746262,R162625
R325885,R496007
R988217,R320118
R958274,R657554
R350283,R266433
R210956,R367402
R709775,R515135
R969130,R351794
R741648,R219854
R461140,R638221
R102668,R786899
R352312,R609609
R866774,R203065
R761800,R796295
R993861,R303766
R393535,R230415
R355063,R623933
R156221,R234828
R789817,R794422
R727345,R749569
R658898,R495852
R330526,R769734
R240742,R738509
R934623,R920041
R113074,R275187
R247373,R290666
R970007,R749236
R369939,R485358
R732129,R883839
R621203,R306953
R677055,R536688
R623154,R118789
R276163,R774784
R346220,R541555
R433386,R293190
R886214,R184193
R195460,R261952
R359384,R275600
R796173,R593323
R646013,R617061
R895587,R141749
R310366,R499059
R875617,R980006
R136759,R116139
R437205,R323613
R194904,R289558
R486441,R851339
R416382,R574632
R503873,R462703
R397695,R449284
R627800,R181766
R336623,R494694
R706495,R390322
R793330,R499638
R216519,R185250
R854001,R331339
R447059,R270228
R604325,R297154
R147134,R282314
R413457,R320191
R158216,R706084
R801202,R787453
R785315,R983105
R893003,R559776
R505576,R365280
R241773,R344766
R505214,R923413
R348971,R673235
R377731,R120619
R212550,R778036
R487076,R274976
R586584,R242969
R967591,R553814
R206487,R140164
R568959,R582330
R676467,R885707
R608295,R787214
R725960,R701056
R239404,R788083
R899786,R687041
R165609,R471435
R620532,R817029
R943630,R567930
R627429,R809187
R645295,R616010
R442537,R356029
R965794,R845789
R453058,R394012
R720532,R165834
R646180,R455678
R540425,R712233
R882930,R304675
R940486,R158608
R216271,R159423
R318435,R220352
R285510,R755083
R835424,R648000
R563848,R945226
R329655,R987186
R979755,R240000
R435164,R127756
R781255,R896109
R646610,R339913
R284096,R928235
R529538,R257617
R592422,R258578
R372962,R325656
R645389,R365616
R418972,R515488
R987466,R914981
R537511,R414130
R503276,R585413
R952717,R862230
R790433,R950859
R448114,R545737
R114418,R487680
R844262,R746307
R664604,R322272
R704431,R722650
R532033,R873610
R674333,R518594
R354758,R840991
R890571,R918074
R597442,R207459
R232514,R626009
R993336,R879775
R355110,R708460
R130434,R645554
R852158,R922181
R956881,R766160
R335771,R258582
R384702,R257417
R880580,R181926
R111550,R495802
R756638,R660696
R889841,R760816
R914335,R620364
R514323,R966884
R475964,R550033
R880666,R260252
R168053,R318927
R986837,R267455
R685436,R561071
R522986,R924624
R215378,R616837
R675468,R678100
R949913,R471062
R408458,R173842
R311738,R660497
R873183,R377451
R887191,R236626
R435947,R878495
R753849,R800717
R817851,R962003
R277610,R474077
R549219,R973996
R400192,R173577
R526126,R827439
R322932,R688073
R508370,R784271
R943178,R107992
R737401,R459970
R936865,R509932
R942931,R449008
R582695,R250966
R194129,R504587
R971271,R968891
R721890,R660412
R751479,R813742
R371654,R704187
R246357,R348798
R334957,R177013
R340670,R458376
R675320,R572575
R247917,R931402
R524290,R177984
R561771,R647706
R540827,R586720
R611503,R951375
R173171,R743588
R879627,R561082
R100442,R828575
R846296,R644162
R141426,R933774
R582916,R926866
R542742,R338236
R367096,R717367
R291752,R303589
R374508,R840977
R740469,R578266
R978526,R168243
R272841,R341340
R994082,R212904
R799154,R109661
R936460,R285120
R393931,R163664
R895155,R851539
R415999,R989995
R366090,R870883
R788963,R584696
R215857,R374138
R512996,R116716
R568014,R372888
R366168,R930668
R170320,R554029
R870625,R341888
R794389,R990413
R602517,R161280
R294340,R393736
R489810,R875378
R987677,R340574
R243302,R113138
R829622,R443747
R172222,R378786
R946086,R302695
R331197,R139465
R485676,R818037
R676983,R599532
R584618,R145832
R960726,R414321
R152668,R525077
R790485,R920163
R634106,R895213
R850515,R972390
R920090,R204757
R608185,R803810
R548182,R227388
R610448,R348618
R816404,R399616
R806822,R488180
R700016,R391804
R638541,R837849
R302785,R155317
R452926,R240626
R724735,R985746
R287921,R386687
R497335,R324112
R508085,R474585
R519956,R155567
R424127,R582855
R794153,R655036
R598599,R290498
R352411,R636588
R633419,R726997
R789751,R326696
R288145,R249511
R392426,R653616
R519440,R820259
R925046,R993200
R693853,R505202
R908319,R178908
R124406,R717103
R200941,R237570
R433256,R677767
R287448,R325153
R670534,R782342
R714841,R667461
R173611,R545218
R389162,R209975
R705104,R450769
R493791,R231135
R937745,R686239
R233690,R946238
R390390,R483806
R495962,R874648
R588577,R385131
R670763,R551330
R180079,R554254
R755805,R531970
R454602,R891806
R786410,R730367
R775379,R712336
R347966,R380322
R111699,R821674
R700884,R596335
R798234,R692164
R736006,R595181
R451198,R490779
R768887,R794962
R453368,R423198
R601527,R605406
R485979,R434469
R400363,R465451
R657119,R968355
R305668,R763972
R747282,R138938
R628617,R459212
R812929,R738619
R667671,R440358
R277633,R248343
R706766,R904777
R909704,R208870
R280966,R895689
R101592,R354650
R245589,R410864
R195861,R166035
R107175,R512481
R253272,R863340
R659469,R893162
R870357,R847582
R754817,R631588
R983773,R654622
R529380,R924219
R405507,R381624
R558361,R719802
R902742,R965118
R705725,R656397
R106794,R187929
R389034,R552981
R366836,R709331
R762634,R193083
R220592,R970175
R630641,R214023
R456387,R569498
R365540,R896169
R853537,R764638
R104913,R640342
R506781,R611924
R515829,R261784
R454504,R760707
R137213,R356158
R559605,R924680
R976167,R590795
R467745,R349052
R279409,R336589
R372881,R125308
R460026,R370691
R124187,R579804
R254388,R236864
R592399,R575665
R224684,R475806
R930467,R853685
R913063,R961268
R692479,R615673
R596512,R599513
R207437,R837118
R707840,R110195
R313919,R449248
R260098,R934121
R110247,R191837
R796002,R422495
R754930,R964209
R612324,R459521
R235090,R143742
R137070,R765907
R856402,R943799
R714235,R190595
R276063,R319581
R943715,R221247
R530426,R924778
R113219,R487667
R219239,R908785
R381709,R421135
R474477,R896093
R996434,R238344
R498831,R599568
R790132,R347494
R362950,R615587
R900068,R702374
R384594,R842810
R298295,R359052
R341011,R871021
R579877,R122729
R661581,R934434
R529543,R877393
R798298,R291316
R349506,R875127
R463054,R230778
R288492,R638295
R986893,R107649
R926080,R129402
R760649,R459793
R272848,R893269
R305774,R446220
R147347,R174692
R492800,R348167
R355366,R451375
R493252,R606854
R904645,R224696
R286641,R706494
R109631,R521389
R357199,R250119
R557083,R212246
R279349,R404359
R803106,R199394
R204542,R451625
R624482,R255894
R712261,R978514
R673367,R314809
R302492,R370869
R850530,R745079
R493995,R968475
R457231,R153821
R525575,R496974
R821684,R349186
R590597,R266442
R592312,R375625
R100759,R941412
R458598,R849263
R613567,R765049
R600312,R373260
R646970,R701101
R634512,R160699
R827457,R174830
R881074,R242058
R696034,R420009
R207080,R135342
R326739,R865491
R166415,R166217
R874079,R200582
R929069,R130222
R696196,R424696
R721182,R568899
R755132,R173798
R177384,R667375
R717672,R657687
R639225,R737286
R130834,R270988
R235759,R167063
R284504,R451975
R426311,R754671
R647331,R257089
R842542,R425636
R344678,R529551
R480471,R272553
R715377,R210769
R773241,R712779
R731967,R780800
R196438,R481477
R660842,R100295
R769381,R448014
R438805,R419908
R876458,R526861
R960449,R537654
R286318,R743925
R400227,R714802
R513900,R829310
R137725,R802697
R315378,R820426
R681706,R857882
R843386,R634401
R798104,R327530
R338404,R826880
R705978,R625795
R621161,R527779
R989824,R253548
R267160,R587203
R718165,R266608
R976630,R253490
R771382,R340506
R707666,R287999
R796001,R322717
R998343,R478995
R236391,R868283
R482167,R814196
R877600,R824184
R475229,R422099
R534485,R285300
R674482,R108400
R723218,R616445
R511239,R158259
R568438,R188031
R202851,R599294
R982953,R383813
R373026,R129289
R428683,R416161
R832379,R390859
R708542,R192523
R599143,R563518
R123862,R665630
R235558,R403713
R993383,R104849
R272386,R319212
R834327,R831581
R748830,R113863
R500334,R682930
R506922,R177354
R950476,R963710
R943719,R582216
R509298,R658344
R993534,R904784
R952978,R137093
R853316,R980546
R201951,R412360
R777255,R916723
R662217,R652633
R684985,R973811
R853671,R772719
R720140,R687535
R949452,R504200
R198450,R230764
R612053,R221359
R195558,R952788
R898823,R425008
R847729,R290165
R537409,R515444
R344570,R767006
R378738,R974067
R545936,R781342
R553617,R965914
R281791,R812137
R135969,R372461
R779068,R590095
R964632,R109634
R660178,R412912
R144780,R262698
R754927,R913752
R690215,R844898
R140098,R457882
R382773,R642623
R795066,R531572
R391692,R637024
R692927,R747926
R576516,R880200
R873140,R114829
R428539,R686351
R428445,R998663
R173806,R338875
R864844,R118786
R140044,R661227
R463805,R173210
R442559,R457929
R526528,R842707
R488067,R683491
R287618,R840075
R966151,R886657
R372244,R719908
R282627,R929334
R908129,R308786
R137027,R867022
R433516,R740239
R131361,R452620
R578561,R263387
R526472,R713481
R607798,R497407
R666681,R398955
R386831,R706825
R253910,R463986
R808296,R500574
R557643,R622377
R110506,R818492
R548012,R883957
R356620,R137403
R865953,R334375
R181268,R251454
R694773,R648096
R457803,R289318
R523698,R722004
R442553,R688545
R351889,R763297
R205230,R427239
R488426,R807127
R792196,R441792
R464846,R676793
R210686,R887774
R664743,R891561
R294727,R308300
R758690,R101527
R525800,R352664
R400322,R456428
R815768,R209899
R450485,R148035
R776550,R881647
R478951,R928976
R907455,R318542
R621140,R876558
R943223,R444856
R136481,R342214
R299585,R449371
R264658,R781982
R893539,R424464
R214113,R682171
R277528,R581116
R808912,R447430
R294457,R960078
R416383,R894366
R522555,R320496
R889031,R324966
R213150,R222385
R120425,R338572
R717542,R554947
R982049,R509344
R522576,R531228
R839077,R812196
R645024,R607425
R343110,R704203
R243601,R831579
R731405,R506028
R997205,R805797
R244347,R269765
R744847,R749032
R126545,R483136
R214042,R540620
R979022,R998701
R991201,R288821
R904307,R478345
R832867,R343915
R812048,R435191
R679081,R549036
R580307,R393594
R127009,R871221
R967895,R761337
R506700,R297994
R464165,R857153
R481619,R943848
R771035,R599012
R576215,R682677
R624995,R602878
R568661,R446739
R864546,R532642
R972535,R738471
R688311,R511379
R964912,R546088
R465737,R492706
R355900,R406854
R167394,R230432
R163675,R405612
R251120,R646765
R327034,R463464
R105993,R958326
R467179,R759362
R600466,R953927
R900210,R341336
R418111,R178276
R997575,R652425
R643981,R263905
R932747,R552519
R747793,R146243
R807323,R820301
R436397,R195829
R843759,R215123
R843711,R153983
R550167,R934535
R137771,R399998
R560386,R528017
R933468,R271822
R145746,R662537
R996106,R886816
R949523,R911331
R296269,R552010
R808856,R547393
R801015,R201766
R826308,R938629
R538438,R626978
R602463,R474551
R622533,R584678
R845927,R593996
R871175,R351621
R426434,R738557
R278772,R888238
R379219,R363910
R383281,R882030
R399831,R233863
R484797,R356655
R771562,R503405
R300684,R786791
R504843,R904009
R677349,R590825
R516227,R184503
R918147,R450181
R172426,R233917
R638931,R147722
R402921,R460866
R156750,R432842
R644000,R216116
R724747,R719158
R773693,R322021
R644598,R580716
R188668,R536895
R197140,R790037
R182782,R129189
R229430,R259445
R513275,R901221
R639077,R496885
R939808,R214853
R632042,R996213
R551633,R689839
R873106,R170953
R890390,R696678
R271931,R779410
R547197,R902696
R356112,R313258
R727304,R892820
R662158,R194922
R120678,R557542
R905428,R372674
R135234,R699623
R805561,R329674
R730759,R357950
R936406,R494343
R325498,R973217
R463860,R511238
R333739,R843560
R858632,R805356
R523796,R831995
R314633,R869107
R575178,R770935
R993003,R819426
R268438,R222186
R835628,R290583
R578226,R741590
R389537,R985136
R740534,R513531
R469541,R417941
R627855,R822850
R374804,R395684
R165373,R991426
R808905,R785741
R838385,R561078
R643383,R443639
R129595,R564413
R226447,R128184
R652221,R387400
R898101,R263639
R732673,R404135
R549415,R847211
R800877,R406984
R775209,R755080
R190795,R145382
R967258,R837448
R432360,R522213
R697218,R165061
R156478,R759827
R614479,R840362
R166490,R576609
R601416,R724670
R695847,R269377
R443794,R265212
R187138,R354986
R532303,R949429
R243907,R728448
R907755,R112265
R505668,R760667
R332888,R867921
R621508,R651357
R449211,R222295
R384728,R525897
R473493,R865191
R635763,R217756
R891209,R836943
R984024,R811937
R866316,R669413
R871792,R656557
R952835,R399403
R921632,R324438
R662482,R152348
R608150,R830605
R769309,R456743
R208906,R483844
R616577,R223352
R873869,R371577
R636812,R503127
R214127,R186746
R615665,R756674
R134104,R205541
R915681,R985802
R570998,R332314
R186150,R173959
R197754,R709417
R742173,R460143
R849791,R452203
R999208,R878760
R324715,R407395
R607393,R742375
R819751,R443165
R205183,R536541
R654297,R295908
R635869,R852101
R606571,R193618
R383904,R853673
R895861,R349352
R769800,R222010
R510627,R963387
R559157,R426108
R673634,R122656
R868563,R222903
R137328,R815233
R244973,R384116
R638130,R720045
R516980,R854301
R697659,R882508
R116414,R386163
R306994,R965779
R157782,R788642
R282402,R132384
R107214,R845610
R573398,R562855
R621884,R708016
R576239,R128164
R205704,R435796
R796141,R853810
R568790,R753791
R680640,R192774
R409514,R905933
R498607,R715593
R645773,R791168
R544617,R703355
R662674,R327476
R137135,R960230
R888078,R734792
R363852,R409393
R664545,R810727
R373704,R771537
R803255,R404267
R434602,R230004
R641200,R814975
R787562,R569955
R822793,R834353
R847631,R467548
R935070,R921779
R577518,R678103
R383389,R375429
R539323,R917558
R542560,R390567
R275465,R597842
R904923,R281529
R241081,R913854
R846189,R762505
R798429,R443746
R975880,R356546
R250495,R562377
R318267,R696599
R125023,R243192
R711805,R698453
R261272,R300922
R746091,R927594
R556686,R758413
R267611,R826496
R922054,R411392
R193260,R666429
R138029,R359001
R850644,R658517
R633114,R598203
R889173,R836452
R269360,R453810
R557142,R805680
R790030,R485766
R627709,R389302
R423446,R838963
R266298,R279662
R736198,R659945
R733911,R189273
R308404,R757779
R963770,R985417
R330408,R400298
R529563,R754501
R361901,R169860
R896947,R396132
R245194,R538039
R674122,R587193
R995603,R292234
R632526,R688597
R981622,R582045
R637661,R275026
R546446,R637863
R923822,R587873
R148917,R302016
R294171,R409503
R842524,R202938
R124719,R989831
R554709,R332890
R999388,R179588
R746962,R780531
R869619,R732920
R263133,R156716
R175289,R475166
R568495,R720714
R825032,R702453
R265390,R559688
R428802,R824142
R385001,R831359
R652001,R162206
R564630,R167379
R536647,R932510
R266521,R615851
R409770,R993164
R736910,R744926
R786625,R417230
R693132,R743307
R640434,R656186
R331218,R702868
R968554,R280849
R537010,R161365
R530371,R514231
R792551,R835686
R742059,R426656
R232711,R702938
R809219,R110359
R925100,R102329
R451613,R864700
R321126,R162093
R300408,R481341
R594750,R716430
R130487,R355708
R494262,R142038
R763808,R520604
R485998,R463789
R666336,R971712
R986948,R259399
R906121,R653051
R431349,R362792
R496674,R791075
R742785,R410275
R743614,R166489
R470236,R649292
R377933,R676397
R432716,R823584
R716049,R788717
R840481,R658282
R104733,R867098
R314479,R931836
R879951,R618083
R467183,R444945
R976736,R634653
R564537,R509288
R315213,R175990
R427035,R919837
R539062,R976979
R637853,R937863
R828840,R241576
R927626,R871194
R960535,R511796
R181803,R336861
R644216,R813566
R738858,R205694
R778396,R198384
R617051,R163991
R799343,R259146
R846641,R499587
R564179,R801921
R615707,R314231
R689422,R446076
R953746,R591426
R395024,R986190
R780765,R982525
R473015,R966280
R474660,R710531
R437511,R553986
R976070,R927318
R497508,R505984
R841555,R460543
R198369,R216905
R556221,R878971
R122124,R442527
R265814,R127490
R947755,R435808
R342730,R441295
R983178,R492824
R906031,R545435
R821484,R159910
R649642,R401242
R201337,R526618
R428974,R361265
R169414,R741114
R395525,R332280
R791150,R571333
R401143,R138793
R301009,R159707
R894391,R453344
R102142,R197221
R877638,R624448
R628138,R393624
R209391,R916442
R753993,R147543
R861577,R887290
R362030,R917248
R710205,R974568
R750473,R315264
R472745,R767796
R773935,R285324
R233830,R343644
R932176,R965946
R849382,R535618
R588200,R933037
R509665,R157542
R794083,R938168
R444345,R584870
R281042,R561467
R112880,R527782
R749383,R495155
R137088,R358683
R836340,R716110
R937931,R710998
R468173,R995492
R780676,R465795
R749033,R958673
R210161,R782792
R278173,R778421
R742110,R250659
R981266,R980187
R815458,R142596
R585243,R328754
R357186,R637455
R405045,R772083
R553676,R225393
R654127,R193283
R907695,R272418
R186653,R261584
R134804,R303945
R671457,R373907
R318005,R455989
R396429,R938965
R605499,R350754
R913811,R485545
R480218,R245248
R161450,R281199
R809170,R203121
R313142,R132429
R309909,R927833
R133996,R493766
R204092,R412241
R715166,R619208
R464686,R785002
R403778,R829790
R133737,R842680
R454752,R307342
R193031,R330131
R423105,R714468
R679564,R602359
R498426,R644376
R679720,R219713
R573955,R191385
R414065,R338311
R396482,R232476
R322394,R281224
R135844,R746381
R824057,R315604
R752022,R362836
R587510,R826067
R796061,R312518
R852425,R819310
R976034,R528111
R788825,R995067
R638394,R614530
R374534,R492016
R705618,R712385
R139428,R663167
R298046,R739664
R307666,R351825
R300882,R499520
R672785,R245208
R869724,R780382
R417587,R548551
R525246,R123168
R631079,R849790
R793543,R993382
R814837,R933396
R375945,R773532
R449138,R990052
R119107,R566587
R263283,R531367
R555744,R703685
R431083,R424929
R490866,R177182
R957505,R467272
R965785,R905675
R581128,R507742
R243098,R556721
R770845,R503403
R996139,R894419
R631302,R579463
R923283,R584776
R365753,R910550
R901683,R316304
R774630,R984415
R193998,R589838
R438807,R926834
R445415,R562820
R882929,R737375
R825632,R426618
R961544,R445796
R461219,R870078
R417277,R896937
R794435,R917980
R295292,R229613
R414859,R967975
R873440,R644209
R432943,R280083
R250162,R348626
R915720,R657483
R914067,R896264
R543994,R655836
R846088,R500829
R536875,R931468
R141343,R238876
R793466,R447478
R624992,R777311
R694176,R356496
R787331,R867605
R989978,R680396
R964100,R905417
R968733,R780356
R631271,R446553
R798347,R922082
R506293,R342994
R899545,R811846
R458382,R394027
R209407,R874046
R722288,R288158
R523056,R717975
R705456,R459034
R600469,R761854
R896285,R600293
R116297,R751546
R371420,R691568
R461541,R805935
R904542,R135380
R437844,R453088
R925640,R954119
R451679,R207322
R139027,R412983
R923121,R455898
R936031,R388633
R118692,R135644
R644348,R686844
R183395,R902669
R771555,R642677
R446238,R651435
R755833,R453812
R362260,R875541
R371910,R373956
R177794,R979347
R256505,R205289
R767685,R625044
R278355,R492044
R642061,R494473
R437447,R572427
R997591,R673655
R180602,R218002
R620907,R658804
R799320,R914099
R478441,R899700
R797227,R471973
R298720,R689610
R458069,R145609
R796811,R675453
R352235,R483289
R418602,R740769
R350478,R141579
R261116,R604815
R508585,R778059
R451927,R384072
R968638,R601217
R586882,R963281
R148054,R524135
R294945,R747970
R508372,R816851
R465860,R100690
R739045,R967973
R611544,R926986
R804530,R680478
R623611,R272964
R766111,R680755
R654653,R481927
R981092,R314635
R554627,R834135
R530617,R930855
R226234,R843361
R499278,R798914
R598325,R444013
R539034,R416138
R899638,R329808
R564352,R401755
R724566,R391683
R220830,R832543
R660024,R851023
R433406,R726062
R485148,R182912
R726866,R487081
R415822,R405055
R400796,R758568
R954007,R104290
R567115,R477372
R824648,R709495
R407318,R550937
R873495,R674649
R101729,R453675
R295529,R819647
R952778,R254015
R598727,R820331
R987685,R259670
R771516,R284352
R331443,R986119
R520026,R153050
R649550,R234032
R851920,R860698
R324760,R874966
R677551,R163942
R649800,R458199
R998007,R466520
R425324,R265225
R599117,R567564
R868117,R108974
R579942,R551631
R595973,R640996
R940326,R617343
R192809,R255936
R621035,R294055
R211566,R840348
R922002,R582120
R844812,R257276
R950807,R121778
R429850,R657164
R231302,R905727
R933798,R711104
R112325,R773721
R891305,R966021
R104547,R705998
R143879,R418894
R989936,R523997
R360974,R117325
R380313,R706450
R200949,R137110
R588401,R366705
R473180,R657043
R737684,R828783
R291625,R854746
R754544,R353609
R957322,R974414
R953251,R650016
R237723,R565023
R417647,R730985
R753342,R964213
R582875,R701916
R837814,R385930
R629409,R603017
R766565,R897317
R712782,R926215
R531880,R811595
R150280,R696713
R139293,R681400
R887548,R814054
R106184,R990114
R395683,R242997
R657405,R236524
R421701,R974861
R294352,R432486
R943122,R794088
R419943,R150655
R642305,R148421
R253165,R226607
R675240,R885684
R232370,R284846
R255507,R923088
R922272,R762387
R627000,R110285
R609122,R671003
R638170,R799384
R587569,R260990
R193809,R254674
R892286,R892665
R388455,R325699
R691476,R768907
R144110,R468288
R688784,R599797
R881013,R744591
R727094,R203505
R284533,R675860
R145081,R341978
R301601,R424926
R177685,R395449
R393630,R462334
R533726,R392938
R557453,R797599
R541677,R157915
R821290,R888086
R659091,R757008
R972162,R754061
R271227,R211407
R803082,R641869
R828405,R336471
R765564,R966789
R767853,R202978
R710015,R675900
R349218,R942104
R350759,R494743
R673477,R131370
R521886,R199886
R353301,R710409
R856826,R691067
R412362,R383756
R200895,R522527
R385643,R875916
R441097,R648851
R427924,R424573
R855101,R935994
R696417,R764831
R615907,R407587
R766599,R199173
R111870,R896719
R307602,R162104
R752201,R254538
R110384,R930202
R143445,R135493
R949759,R822147
R515696,R915676
R924980,R119447
R595687,R685616
R854959,R579413
R430303,R580412
R609379,R217367
R617283,R538339
R795093,R828536
R502645,R992203
R433796,R595622
R409207,R185077
R919015,R604409
R904499,R705297
R476757,R784763
R476474,R182995
R924151,R374203
R218592,R197093
R230413,R894919
R815351,R206867
R660529,R255339
R523429,R398591
R166062,R343763
R541913,R586907
R801595,R879712
R198897,R355516
R101953,R909793
R594934,R714590
R760091,R677117
R264996,R687326
R483400,R863470
R354296,R228468
R793903,R400125
R367401,R516567
R707487,R563261
R562710,R952543
R117733,R368798
R943004,R100696
R772055,R467837
R749903,R696161
R613025,R107217
R944593,R222394
R407957,R685452
R282398,R800706
R810057,R126156
R485196,R192423
R623523,R478289
R205091,R861529
R816890,R784692
R986170,R948280
R268202,R400219
R339754,R907961
R173476,R841790
R204729,R586629
R596445,R858542
R743554,R325674
