R908402,R659473
R417295,R624302
R937364,R935031
R844033,R455397
R381324,R435546
R645296,R830694
R619938,R195447
R888884,R528618
R936406,R494343
R840601,R732363
R978470,R707971
R727539,R116122
R443144,R602562
R432451,R742720
R749181,R384335
R295529,R819647
R198064,R404655
R426494,R338247
R799324,R779627
R892007,R547312
R217454,R463698
R420759,R146996
R512826,R226459
R950539,R107728
R741213,R921501
R897270,R376049
R417421,R208962
R401063,R835998
R221535,R586439
R756264,R248026
R609485,R567037
R846985,R379298
R564594,R823201
R896501,R198280
R220258,R137715
R888543,R152750
R651250,R184504
R949537,R189084
R487777,R462462
R744998,R931759
R740722,R377936
R522148,R810113
R380302,R662840
R364330,R917355
R235153,R755732
R320686,R812858
R724024,R587461
R315477,R418371
R927111,R290447
R943719,R582216
R542387,R362532
R226918,R439663
R491503,R913685
R326322,R751674
R197315,R431927
R981832,R900861
R313853,R774695
R289809,R169790
R852491,R523011
R282348,R153799
R152645,R628865
R160198,R821642
R991115,R404929
R109784,R250633
R775552,R201221
R429383,R402095
R316003,R257116
R762002,R711044
R221413,R672224
R243207,R702215
R103086,R973142
R374352,R245384
R160210,R140028
R784943,R447993
R691749,R645700
R961296,R194725
R897294,R211636
R310339,R977917
R777611,R574519
R772151,R348569
R607704,R768093
R969982,R404921
R247168,R230038
R250811,R825521
R591847,R419627
R156751,R681682
R179442,R135765
R667483,R407389
R961334,R590802
R432469,R752142
R908939,R797849
R826684,R331544
R907359,R292171
R231283,R440045
R383538,R556929
R566745,R147405
R405930,R810204
R513514,R729350
R110200,R396577
R515800,R388211
R202719,R905388
R413756,R254524
R495997,R312432
R451332,R238255
R296445,R902413
R268408,R583720
R330836,R971263
R808832,R511000
R153012,R868166
R712560,R566162
R249365,R787208
R344668,R488972
R613045,R480844
R434150,R570948
R448381,R463807
R819813,R406514
R593296,R469362
R353849,R687179
R467436,R604401
R833327,R746447
R623136,R168566
R211380,R349277
R296528,R424508
R142048,R862013
R978815,R694098
R511480,R760464
R642305,R148421
R176927,R522008
R527474,R781174
R102088,R734480
R942546,R695449
R988797,R128463
R730317,R890069
R854193,R392188
R948073,R716988
R393926,R783507
R982821,R236189
R161475,R778276
R620428,R802331
R929544,R467367
R729901,R845711
R764666,R973511
R265936,R743499
R327558,R784793
R324118,R443117
R908112,R798480
R891208,R256044
R733957,R929370
R161931,R509060
R207080,R135342
R194665,R645537
R581059,R381347
R225862,R750399
R785612,R899542
R329731,R715307
R415376,R822336
R764439,R214919
R771003,R564674
R429993,R242045
R574777,R537541
R640474,R743282
R727768,R523579
R333925,R885926
R369905,R388802
R475228,R395559
R545990,R457581
R446621,R242784
R938906,R261095
R885681,R108750
R818934,R138960
R393930,R799642
R181074,R506662
R726346,R837520
R900706,R298437
R363053,R821940
R781821,R202207
R614479,R840362
R738079,R517775
R476996,R413011
R870007,R884371
R435129,R710622
R349346,R693282
R643024,R899679
R599423,R980883
R728629,R924882
R627798,R413770
R438386,R575855
R450444,R786478
R110030,R550052
R431131,R898451
R365517,R281787
R280112,R390439
R899100,R801621
R231121,R288545
R284328,R981748
R118728,R860874
R398697,R860562
R325525,R943208
R740282,R902602
R437019,R400331
R895819,R273234
R231942,R656338
R652433,R778490
R394237,R643250
R205796,R698583
R180210,R861409
R593730,R292905
R337477,R538507
R952607,R617857
R112981,R431622
R307586,R178568
R342187,R896429
R831765,R168161
R571193,R322633
R953328,R510757
R170585,R705340
R350118,R963615
R438805,R419908
R929775,R271700
R481826,R982617
R271305,R245547
R354000,R484300
R472956,R266892
R174303,R153816
R876239,R761795
R856268,R792707
R433331,R949856
R319702,R531972
R547859,R336649
R888108,R977388
R952925,R218525
R331144,R443850
R440707,R138828
R823062,R847605
R189788,R580658
R544937,R257761
R551219,R770987
R195422,R755059
R537951,R748487
R487174,R495085
R639547,R982042
R475877,R513860
R741238,R863289
R490706,R287204
R317056,R331826
R324778,R641354
R273513,R718283
R247709,R637342
R345949,R181821
R362066,R765760
R458402,R732925
R156750,R432842
R616179,R707422
R194160,R946809
R999681,R371388
R481800,R687420
R105315,R118171
R911086,R459056
R688179,R939663
R136950,R921405
R839068,R129605
R405382,R983232
R959391,R517880
R198852,R854437
R361637,R463307
R941519,R802719
R713822,R108493
R220710,R113507
R977077,R754368
R219207,R506689
R523432,R160062
R478677,R277421
R834520,R218635
R353862,R140595
R611949,R652528
R880052,R891392
R832408,R498796
R965621,R156635
R199425,R291199
R384901,R565941
R520668,R978513
R880573,R427282
R126060,R661405
R257499,R948340
R982579,R377619
R919427,R114698
R965933,R111149
R827519,R162361
R973078,R962730
R275804,R822849
R998691,R653950
R770558,R304664
R414607,R555176
R447447,R635984
R340614,R202885
R940953,R760474
R346797,R472613
R244242,R710767
R192872,R285147
R866811,R949140
R988412,R348647
R733976,R619561
R390607,R873931
R322216,R866739
R276926,R905246
R256002,R355983
R506698,R669798
R901420,R322267
R888228,R221818
R841373,R280428
R429092,R425072
R115975,R825476
R440274,R410213
R334709,R199858
R812551,R668541
R280389,R760140
R115045,R955523
R132270,R231966
R756061,R475299
R945563,R810474
R434754,R212630
R189945,R821400
R803807,R297275
R610432,R247120
R791802,R999852
R827082,R191832
R231487,R559733
R453557,R522524
R942217,R832210
R460497,R200879
R623172,R316475
R826234,R597045
R785137,R822196
R551022,R916480
R555725,R619553
R160762,R862850
R587532,R666649
R663852,R102059
R681272,R533643
R824933,R950063
R664221,R954573
R637793,R318491
R203116,R490138
R361615,R932446
R164687,R264646
R610738,R491763
R862367,R636956
R959022,R772605
R863176,R495673
R687797,R587244
R598825,R283443
R543302,R720301
R965728,R355877
R674161,R674129
R133471,R526514
R524610,R492243
R753454,R702457
R382206,R428712
R337440,R567272
R337770,R437969
R389356,R406173
R140120,R161323
R396082,R900688
R943606,R728557
R523575,R185360
R105344,R882043
R673124,R840147
R400395,R821254
R228543,R274472
R191076,R560363
R319864,R746983
R232689,R437738
R993747,R353727
R735452,R156134
R157365,R151365
R731312,R131169
R396358,R259063
R585014,R611744
R752080,R567648
R577446,R862053
R275540,R998060
R616771,R636473
R277566,R618508
R858048,R494304
R269760,R193488
R168282,R773995
R910624,R866212
R752844,R275814
R901624,R279541
R828405,R336471
R666683,R747851
R919564,R479224
R170559,R714663
R643516,R858162
R235843,R103218
R505657,R378143
R570362,R544153
R314646,R795525
R428839,R222744
R998957,R359249
R106943,R649856
R401832,R918673
R107249,R353238
R532524,R892105
R218592,R197093
R844301,R305244
R123334,R522197
R541090,R775299
R696127,R692877
R175638,R695558
R349877,R536667
R962312,R681752
R877035,R213121
R896194,R705568
R788141,R262640
R488261,R808635
R629265,R215154
R256500,R396752
R752531,R102180
R390918,R946508
R806018,R252119
R379000,R268534
R574987,R686295
R447339,R378641
R186768,R425313
R139441,R277891
R220432,R240892
R960630,R489533
R601527,R605406
R367950,R153172
R776143,R712024
R870714,R982358
R252134,R341159
R701999,R642010
R592228,R792490
R928559,R896782
R250936,R637445
R700522,R830979
R772472,R241970
R304717,R436341
R784892,R146003
R847729,R290165
R814152,R549003
R860114,R815376
R342849,R430744
R232745,R620774
R332108,R547029
R292190,R518021
R143836,R314764
R678082,R632670
R683120,R431587
R877366,R664706
R445717,R929058
R950410,R685865
R134099,R534788
R248973,R787235
R714239,R548376
R581489,R841435
R737173,R336754
R797982,R267224
R280602,R744089
R913913,R602673
R994477,R815931
R592479,R197396
R386059,R533208
R201316,R115891
R135559,R694796
R564572,R198946
R350282,R747784
R612179,R259417
R133366,R876656
R962519,R570763
R286398,R398047
R903344,R953535
R392597,R299672
R172794,R851918
R343789,R530444
R887789,R424470
R618086,R442651
R618169,R824951
R680030,R954096
R940507,R696874
R181541,R180781
R415883,R314791
R146382,R758897
R147657,R306115
R296269,R552010
R634320,R216107
R214691,R664018
R265974,R936657
R405742,R165084
R197564,R836599
R704910,R685544
R696318,R707498
R308410,R229387
R778532,R224084
R175326,R397711
R605970,R853066
R585183,R547086
R789356,R808941
R304733,R602000
R500982,R871227
R968616,R139688
R806429,R512383
R739803,R281624
R235151,R798950
R241696,R754867
R825851,R713323
R678366,R793004
R807092,R138792
R839879,R761593
R760914,R922348
R451686,R646530
R716422,R532065
R979040,R634617
R995890,R841961
R202674,R554488
R554693,R659242
R491738,R488911
R979997,R660130
R390627,R386951
R357653,R312302
R940235,R968809
R109914,R796012
R787900,R245527
R589185,R962798
R299369,R645166
R996325,R359306
R846371,R559290
R355296,R418612
R366887,R892877
R812703,R386145
R561908,R865233
R332340,R610118
R764333,R877187
R512161,R551156
R330408,R400298
R134968,R399584
R451861,R744732
R927828,R772320
R626373,R819037
R925837,R867856
R140752,R348378
R625970,R753220
R901150,R256725
R578231,R759295
R324719,R755623
R916085,R188413
R812688,R690694
R387181,R378515
R300406,R207936
R445499,R974867
R532440,R565837
R377941,R287940
R521543,R403318
R815066,R211977
R101799,R808793
R437602,R945881
R817245,R694984
R959655,R310590
R481762,R541575
R756682,R282598
R686815,R444413
R104316,R647994
R272674,R479797
R117704,R344595
R174478,R412134
R605682,R481688
R234115,R427601
R384319,R749763
R593281,R559842
R965082,R173506
R100772,R188819
R745892,R363815
R138109,R830789
R888204,R686153
R439986,R623511
R739483,R209757
R950796,R702739
R686841,R671896
R159020,R757688
R349489,R759182
R377874,R149764
R584986,R222411
R188270,R124307
R832248,R330211
R232669,R740291
R172885,R323830
R749618,R928398
R915626,R167638
R102984,R417466
R451438,R506070
R275390,R998513
R338471,R824032
R449745,R741793
R141940,R924427
R790884,R810849
R748839,R294922
R780964,R124535
R534621,R799805
R267109,R369325
R961112,R980771
R211009,R310555
R932234,R809621
R774766,R311879
R702831,R247235
R101053,R772422
R373082,R906751
R729745,R862747
R382934,R481576
R860617,R404753
R673575,R271230
R373257,R808146
R688189,R441415
R569823,R183949
R386240,R702089
R185956,R513037
R652120,R220123
R572204,R855761
R922531,R299416
R857338,R464638
R806965,R449686
R261272,R300922
R754293,R616539
R469868,R593769
R549039,R128267
R828900,R408099
R875162,R116246
R990955,R608110
R488571,R186175
R615475,R722989
R320245,R317892
R252274,R363605
R546776,R118355
R927650,R350538
R279572,R289850
R785321,R780177
R633892,R748514
R868408,R558327
R566357,R125991
R401681,R923970
R243521,R143248
R353072,R843479
R172448,R854493
R909413,R209210
R715148,R602274
R968477,R987920
R390264,R912507
R583586,R528068
R575593,R218376
R613140,R622099
R886398,R675151
R189589,R737532
R671441,R308288
R872854,R913098
R166252,R308102
R650251,R726442
R551829,R377360
R922087,R918393
R166631,R508222
R673159,R627068
R633465,R647125
R995040,R872063
R854335,R757173
R429535,R680140
R307925,R847536
R618360,R574802
R773520,R833426
R127791,R903061
R482235,R115530
R647703,R990559
R113918,R232873
R590688,R540163
R483129,R950857
R258910,R856719
R330382,R573260
R617549,R963295
R909381,R220121
R824200,R364311
R206464,R573912
R619411,R323966
R517365,R871420
R785418,R655724
R301076,R752828
R727329,R737563
R398895,R569601
R897155,R698731
R339923,R283327
R560291,R293434
R919566,R497775
R365847,R500159
R542762,R847738
R525800,R352664
R330300,R849212
R513115,R340491
R606564,R260944
R785536,R294991
R712259,R847838
R926843,R855491
R242736,R178522
R165657,R720655
R522801,R449474
R242346,R460225
R885482,R157622
R220929,R318440
R137907,R745066
R398921,R282245
R677779,R381401
R730508,R671368
R560386,R528017
R332406,R749497
R303689,R967365
R896100,R907974
R605642,R569936
R532161,R179114
R366510,R616105
R560367,R874000
R833928,R101235
R486678,R743432
R204743,R547027
R658553,R332076
R615168,R110080
R614029,R621529
R504980,R979332
R319047,R350464
R713821,R727474
R851292,R543898
R885990,R246066
R859757,R574662
R451209,R532064
R540090,R876813
R483877,R995993
R901441,R526166
R187324,R754072
R483758,R797267
R249190,R323676
R477897,R783866
R557718,R496026
R108044,R229654
R961855,R556588
R739477,R126075
R854837,R373525
R392314,R652240
R862437,R547508
R616501,R819867
R376290,R146475
R997231,R450030
R890113,R965462
R176406,R770996
R374738,R493546
R304270,R803384
R837098,R602777
R707616,R876589
R629513,R142525
R233631,R623806
R743401,R412932
R350307,R929723
R538353,R196590
R289324,R962293
R753223,R710964
R427568,R433486
R123850,R946837
R332155,R994614
R578946,R542076
R240307,R418677
R847879,R676883
R147404,R117061
R947221,R763980
R276253,R920200
R794648,R574350
R720095,R713022
R390199,R940962
R421573,R210890
R237241,R528436
R742644,R933084
R353788,R919487
R161975,R698711
R317370,R639189
R820477,R169698
R451619,R455274
R244029,R811790
R186991,R275341
R258775,R432824
R395299,R320174
R113634,R543978
R405775,R333688
R623919,R800958
R346119,R964877
R504307,R735729
R892380,R132820
R332083,R656807
R256293,R514246
R834248,R291246
R670867,R611121
R705122,R274877
R448518,R935056
R405045,R772083
R746805,R552260
R762226,R707716
R681973,R281361
R292961,R151796
R467922,R764287
R789984,R979148
R910746,R885902
R940250,R840624
R342026,R479675
R392994,R305713
R165090,R979911
R951827,R327428
R302127,R551695
R370945,R520791
R430515,R380821
R469886,R233582
R638170,R799384
R505089,R696324
R727401,R792977
R938064,R910468
R255870,R957614
R201280,R888770
R665249,R818751
R804158,R238462
R135875,R399554
R761800,R796295
R197683,R195930
R859315,R229060
R147147,R593549
R493290,R745921
R766984,R591271
R863523,R907706
R517358,R778015
R511981,R953559
R472821,R879448
R471344,R899676
R469707,R385119
R472927,R143697
R843624,R852373
R854425,R759136
R193073,R950350
R337836,R589622
R795157,R703383
R250420,R138426
R828870,R282733
R174511,R564988
R520374,R379197
R548975,R845624
R215855,R438141
R600019,R195887
R924586,R613613
R132974,R983221
R302958,R228417
R814632,R140057
R695103,R776237
R308763,R403671
R161313,R602243
R464440,R159737
R574488,R522721
R973175,R181606
R560450,R173652
R918189,R132898
R162188,R147026
R390865,R938817
R154693,R936707
R110258,R289721
R786124,R975477
R602737,R255430
R545251,R947839
R280551,R858942
R465009,R533235
R182613,R613356
R719593,R374951
R701936,R510112
R722400,R813773
R631221,R931563
R742650,R506428
R481003,R707511
R817731,R450315
R863317,R999861
R321978,R699023
R733594,R385787
R594237,R514422
R564335,R521123
R722156,R814213
R137944,R910510
R925556,R482920
R371924,R757096
R947472,R229188
R921400,R852934
R306211,R993493
R222222,R263807
R236061,R310226
R191185,R771932
R398147,R295256
R940494,R855241
R447283,R267274
R996623,R794808
R467819,R634798
R253274,R377690
R879961,R814039
R854168,R268870
R965961,R408702
R885417,R538563
R212031,R382181
R298295,R359052
R413288,R543954
R980839,R414743
R878641,R925851
R383767,R854087
R601716,R779146
R906390,R455255
R896636,R764583
R123140,R874652
R575140,R509009
R525780,R190803
R126530,R195530
R731779,R468215
R670767,R900665
R365320,R602432
R554146,R292366
R139624,R694658
R622615,R660763
R358419,R556958
R749467,R416770
R599783,R849198
R169324,R114044
R178729,R537243
R762256,R332074
R186789,R691469
R503159,R777566
R745674,R387966
R840225,R111609
R836635,R401774
R804151,R100114
R683242,R847378
R495719,R823531
R347897,R433946
R590263,R384523
R524463,R455174
R307887,R179213
R581230,R320949
R262725,R568609
R567691,R177431
R360364,R574374
R854860,R706416
R952774,R555243
R586892,R815482
R975689,R111195
R169605,R783171
R603544,R362430
R710631,R648650
R593215,R886646
R835173,R168669
R165294,R322860
R471858,R180453
R811734,R253021
R505495,R433396
R710173,R247883
R336077,R936176
R517360,R500160
R285212,R325671
R111476,R796019
R578029,R209879
R914765,R558069
R788238,R230951
R143462,R258562
R103652,R768189
R448246,R992918
R720932,R356562
R643617,R999504
R949254,R221150
R772463,R538326
R126933,R885203
R253552,R513053
R712858,R257258
R670807,R971431
R653985,R645864
R544352,R427680
R322209,R362475
R734763,R256111
R467534,R814630
R599143,R563518
R714280,R417976
R439369,R530572
R176906,R843312
R349787,R221990
R809721,R107886
R683521,R114500
R380091,R177666
R267398,R296707
R802532,R865549
R871201,R450514
R531190,R171562
R270976,R665631
R295129,R901257
R323489,R438286
R686822,R508161
R220526,R328437
R742754,R776597
R423547,R875207
R236775,R989079
R677166,R438889
R959467,R358800
R648557,R725669
R170091,R694932
R790680,R753815
R951469,R118527
R972004,R999096
R927347,R320086
R643488,R339013
R182780,R552484
R191075,R961406
R949625,R174803
R333555,R572139
R347096,R251507
R163974,R819561
R627520,R839901
R484500,R609338
R973898,R697233
R711194,R770029
R809275,R547898
R389798,R953216
R766498,R341184
R351066,R839997
R877504,R748065
R544570,R683264
R118779,R612673
R486119,R769997
R398802,R947553
R335415,R251732
R282886,R110794
R941522,R827395
R996487,R244885
R605724,R861358
R678519,R889443
R814481,R748322
R429364,R661880
R717653,R957693
R584681,R984004
R243857,R895750
R400185,R446903
R145253,R963335
R794685,R365539
R142561,R890245
R586091,R185608
R844909,R710488
R515574,R709003
R582761,R879709
R504585,R370863
R630365,R397564
R766326,R678264
R246921,R772690
R886035,R441709
R671196,R933733
R731548,R191165
R901215,R750833
R470257,R414158
R825558,R638081
R161527,R605700
R463207,R811765
R155076,R771461
R645355,R296472
R465032,R143114
R688616,R967489
R893672,R735269
R760882,R443717
R770932,R844514
R708472,R401535
R341981,R246878
R889005,R424439
R392315,R947699
R418084,R253482
R987696,R273617
R646446,R887772
R898929,R864308
R546095,R271050
R888909,R698541
R916247,R528743
R664243,R534089
R232921,R542443
R395157,R151418
R486295,R717604
R256978,R163988
R954384,R142720
R150355,R948244
R681427,R432849
R915671,R436523
R934888,R819633
R227312,R568292
R419258,R176607
R774106,R151376
R972905,R205333
R838247,R586593
R148777,R631526
R710353,R955191
R162613,R793256
R787583,R744200
R915048,R949512
R574167,R643173
R851234,R229725
R753567,R498995
R186759,R480025
R468578,R141881
R253335,R130672
R852009,R561886
R398517,R726049
R455948,R512384
R141121,R164979
R802435,R658469
R565045,R384484
R229761,R561439
R691021,R379038
R810597,R266344
R396559,R701368
R977356,R296584
R594042,R460659
R935227,R293589
R440472,R927652
R325900,R558915
R574620,R821878
R902938,R221074
R418000,R866103
R985081,R244676
R190870,R496543
R543619,R979238
R771136,R645309
R460369,R841318
R435301,R119729
R223610,R171830
R335873,R266086
R351374,R781261
R548980,R294533
R557455,R413211
R261508,R654919
R116561,R449349
R395032,R984979
R155894,R967933
R978526,R168243
R427325,R241264
R827193,R199428
R451067,R753288
R242399,R464358
R305471,R108023
R793498,R729002
R421416,R744278
R464919,R395688
R582917,R194860
R586501,R538472
R614075,R790106
R860097,R434805
R987257,R773275
R470540,R855996
R458248,R799032
R786847,R337625
R874603,R928650
R953563,R388264
R493140,R960226
R129314,R970425
R515515,R976348
R868576,R641119
R868074,R895640
R548123,R615082
R112246,R176753
R558177,R200787
R693591,R983311
R928454,R939346
R297780,R260394
R740121,R615239
R952888,R633438
R268249,R845189
R310838,R837621
R150280,R696713
R663491,R699483
R146453,R263379
R643029,R994879
R166527,R362316
R102141,R831584
R451729,R743749
R758915,R203675
R180460,R866953
R957056,R172401
R737684,R828783
R264935,R677296
R863741,R845905
R376838,R489540
R747233,R241468
R658657,R703245
R392607,R537216
R266127,R746152
R531696,R410837
R677816,R478661
R428457,R456953
R381451,R219000
R709406,R492497
R869075,R211898
R669298,R848705
R760207,R970410
R389476,R961088
R975830,R232627
R510708,R139423
R897940,R946600
R306640,R644669
R253672,R880834
R563519,R769947
R995673,R133908
R806076,R379516
R864844,R118786
R593823,R641345
R317027,R165273
R836802,R333344
R366058,R320509
R621700,R106824
R894687,R362306
R280668,R326067
R959528,R288061
R900862,R577637
R409560,R606303
R848422,R289969
R912761,R166740
R748914,R484741
R123195,R988739
R300875,R390363
R184653,R712880
R579296,R991105
R505341,R613560
R334480,R987119
R743867,R285365
R705779,R297500
R798642,R981365
R431836,R170203
R275491,R954951
R491561,R775607
R968127,R859091
R337743,R504648
R780782,R917153
R424936,R671466
R481631,R406633
R332951,R488929
R772417,R272412
R928652,R856135
R471815,R820443
R915011,R745600
R452523,R813568
R439189,R517614
R442442,R409590
R192644,R947804
R156425,R688036
R348390,R300439
R601582,R430312
R230883,R699136
R157351,R568822
R347516,R911683
R474632,R928888
R554309,R355681
R283339,R521996
R816221,R206905
R654099,R355982
R455163,R815645
R760330,R814301
R906118,R675831
R876350,R756938
R897001,R801442
R112100,R188927
R648895,R615668
R898823,R425008
R580347,R755804
R490583,R921845
R614082,R323881
R508541,R127718
R869956,R721061
R247206,R529096
R496205,R523498
R460243,R856634
R934934,R172034
R719889,R813350
R445105,R901348
R796323,R750313
R847924,R390777
R944264,R492013
R505777,R764514
R606081,R220554
R159801,R229320
R366543,R497674
R303587,R383190
R921171,R745656
R940389,R890811
R158395,R330763
R203221,R941195
R955528,R462594
R658901,R199005
R686027,R503661
R752634,R835765
R162129,R645403
R478077,R959443
R872989,R511936
R927052,R151511
R816203,R715355
R957093,R458534
R799678,R276717
R343801,R605303
R849093,R183514
R209846,R116231
R929177,R329860
R695847,R269377
R521117,R448298
R390940,R946205
R817609,R872326
R392497,R342123
R584496,R492208
R619198,R579944
R617305,R263322
R442309,R506701
R510065,R951601
R873937,R544942
R220607,R188903
R190263,R660589
R781550,R160535
R646255,R425572
R129147,R635414
R245089,R205133
R955086,R161137
R103336,R193542
R518234,R267464
R419408,R380103
R316072,R438764
R787331,R867605
R542394,R835369
R389489,R643907
R319061,R929475
R926265,R166954
R239349,R592809
R496649,R335902
R871407,R826910
R458243,R382724
R954245,R846718
R276039,R536144
R201061,R150876
R524077,R171311
R747447,R335679
R280675,R417552
R129037,R665628
R903162,R290907
R164006,R244707
R166310,R546372
R574709,R219468
R465861,R213891
R212150,R954030
R108976,R413419
R923083,R740738
R459421,R797568
R156661,R278362
R208576,R500723
R117740,R780351
R929415,R555393
R771382,R340506
R362538,R151352
R641146,R457515
R771316,R711122
R972503,R749964
R619545,R652804
R617278,R414556
R700575,R778017
R991123,R830280
R645011,R486296
R927012,R669454
R312796,R558557
R359774,R929576
R557900,R525548
R750135,R402919
R767553,R155307
R400001,R105255
R945423,R817283
R107699,R721677
R653473,R549931
R541199,R773818
R885456,R762040
R597535,R843197
R857229,R233076
R931431,R792579
R683044,R918912
R431378,R131094
R510754,R298632
R176474,R342136
R307769,R288421
R789642,R291084
R219506,R317349
R856403,R915135
R367607,R727947
R560454,R984064
R441507,R824397
R760999,R396307
R251825,R358580
R803711,R483890
R954202,R349720
R120737,R182589
R157108,R122224
R274437,R640426
R253582,R808523
R461289,R958710
R675806,R846569
R408624,R625243
R585301,R382383
R558202,R503764
R543219,R301846
R903671,R882481
R759949,R230742
R769711,R746541
R489240,R264166
R754691,R986770
R510097,R295946
R603975,R974376
R171309,R520081
R762879,R802041
R127131,R854040
R984549,R618268
R464394,R303514
R562352,R456264
R693052,R957510
R821820,R877033
R153495,R415063
R534294,R420799
R187640,R137283
R358851,R665461
R737566,R911379
R580647,R396439
R485508,R670952
R872014,R289376
R878061,R951729
R916354,R582601
R713753,R863953
R661186,R177357
R223237,R841497
R191635,R824380
R175304,R570771
R668034,R784594
R228485,R296234
R257982,R873862
R336917,R301259
R676213,R664118
R875104,R424784
R835745,R601148
R661593,R847382
R443894,R878755
R581609,R706483
R932826,R804729
R597183,R846735
R863803,R689311
R212318,R631931
R229342,R956454
R400702,R137616
R497226,R633655
R923135,R924879
R583993,R713942
R239967,R373736
R762878,R484924
R603501,R425331
R596121,R131870
R574650,R486582
R765661,R400213
R150088,R483456
R857586,R180556
R470331,R244027
R713299,R558419
R760684,R327396
R936437,R243778
R263396,R471722
R373121,R314993
R407967,R478176
R227824,R730533
R807536,R772110
R158279,R682308
R691233,R617890
R562886,R125885
R347523,R337627
R988166,R521331
R953924,R375329
R283675,R340575
R152205,R945264
R874499,R725431
R363597,R437701
R378584,R288624
R622448,R804304
R459903,R272779
R125192,R803530
R128157,R373572
R982545,R310992
R562335,R352940
R452491,R595070
R258630,R458159
R654193,R646537
R373311,R375554
R219632,R730355
R537484,R288748
R154595,R189866
R630547,R906478
R614320,R414049
R704313,R368390
R147817,R652893
R422786,R270776
R855472,R899907
R113169,R647985
R862904,R113131
R461370,R422300
R855468,R484792
R481017,R516824
R196271,R478058
R359482,R860429
R639915,R455326
R190758,R801054
R626102,R770598
R888553,R280336
R235974,R269559
R875438,R737879
R448073,R792303
R725480,R193421
R110814,R901427
R323217,R359960
R958368,R788676
R586194,R867698
R422961,R260137
R157718,R982898
R709775,R515135
R164409,R889435
R229678,R578811
R456418,R300523
R811136,R262681
R926341,R293313
R246664,R572202
R720027,R301749
R168104,R773204
R150158,R375007
R535601,R144584
R993336,R879775
R195219,R683834
R907755,R112265
R997298,R237087
R730716,R911270
R142148,R516237
R430210,R144723
R160262,R338074
R971224,R269991
R569797,R185679
R335590,R577448
R633769,R830140
R609455,R322806
R894044,R188052
R837193,R263746
R712782,R926215
R365883,R422742
R705943,R574847
R545880,R161009
R480038,R508100
R545809,R374698
R143824,R529470
R505173,R158265
R366032,R533174
R197428,R403057
R734459,R897399
R375868,R917058
R341341,R803138
R739276,R218573
R571114,R858221
R935520,R890974
R272364,R477625
R812609,R816655
R396429,R938965
R957308,R617886
R833839,R687049
R221950,R713616
R824162,R713967
R556304,R557247
R812048,R435191
R131413,R766682
R976711,R181956
R606429,R804500
R638099,R130414
R376833,R388180
R709415,R611494
R605840,R281245
R929649,R974575
R175720,R855161
R297975,R433232
R808127,R288957
R810671,R914618
R885574,R558604
R873930,R887302
R829745,R542760
R372127,R109121
R524500,R541903
R174833,R609110
R911885,R114588
R417652,R252409
R522495,R251929
R831421,R759408
R260660,R492602
R783798,R143239
R243690,R621818
R525168,R136787
R856853,R583009
R641769,R546227
R551238,R104234
R874881,R529886
R992394,R909409
R524850,R873138
R661592,R706149
R391605,R858276
R989985,R792394
R160660,R330023
R340239,R197728
R647077,R354493
R504368,R683826
R514674,R449526
R231755,R990078
R387491,R938414
R379885,R191936
R348269,R662884
R173065,R379844
R240471,R235307
R669985,R375975
R542511,R128508
R426060,R340951
R842831,R158250
R958021,R504757
R248974,R857824
R514316,R875702
R765552,R679411
R566483,R219098
R512297,R411030
R870262,R603611
R802304,R711033
R455531,R442057
R391852,R883930
R380432,R946676
R349919,R660406
R792935,R304482
R364539,R873273
R183814,R530171
R170329,R319172
R353708,R606029
R709610,R497646
R986925,R321715
R308218,R152888
R896967,R913501
R184657,R638816
R155727,R973523
R932640,R982844
R371116,R113347
R271407,R282461
R109709,R575631
R497313,R507863
R520026,R153050
R298283,R218183
R576673,R794223
R550820,R425927
R963424,R920009
R880784,R321436
R381373,R330540
R801563,R419958
R917536,R871521
R814606,R175090
R735985,R363928
R379253,R296920
R338139,R729206
R103516,R325543
R148886,R310692
R756789,R850935
R664246,R493682
R334189,R171993
R421434,R152681
R502665,R279961
R638030,R825786
R310846,R597452
R327465,R604137
R946582,R543207
R291145,R608480
R239439,R170293
R470860,R482380
R134515,R927463
R645532,R755469
R911577,R499263
R869338,R202455
R583789,R284584
R780185,R465862
R704377,R800839
R287147,R526176
R123357,R833519
R914108,R387393
R213631,R438140
R333113,R549287
R357920,R511037
R414192,R747006
R743802,R815026
R966297,R999419
R824368,R418269
R243164,R369449
R675171,R666553
R408914,R663118
R266413,R174465
R884530,R672790
R590891,R585874
R403157,R585571
R136589,R369560
R911310,R954175
R793242,R775700
R377424,R835378
R415565,R586008
R473313,R214336
R878338,R429350
R942313,R946892
R913582,R182045
R720887,R124422
R562741,R768572
R403566,R307928
R778951,R301098
R881671,R691668
R855245,R351612
R626288,R251179
R763827,R132240
R275820,R557760
R715061,R345859
R155080,R577967
R166421,R248439
R461015,R729077
R370007,R641499
R334825,R846290
R961455,R733215
R244347,R269765
R334978,R128904
R814877,R959476
R470394,R423924
R880470,R344464
R863008,R999806
R862771,R507180
R693126,R212162
R137080,R359783
R576772,R691758
R471596,R889483
R312210,R714679
R771790,R701645
R846088,R500829
R340555,R315573
R103084,R873609
R519942,R550002
R510067,R922798
R904966,R724842
R809282,R580078
R277670,R290060
R903653,R334410
R463137,R485179
R213239,R328260
R731041,R364163
R150846,R628525
